OBJECTID_1,ADMINISTRA,UNIDAD_FIS,NOM_DPTO,NOM_PROV,NOM_DIST,UF_nombre,geometry_wkt
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (333786 9703405)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373772 9724106)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386016 9695940)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (385940 9696047)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (384056 9700776)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (385995 9695793)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (385938 9696078)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (385945 9696043)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (384341 9699547)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (366398 9695644)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373740 9724026)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386030 9696050)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404463 9743300)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341121 9689857)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403900 9743966)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (349617 9680473)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403801 9739555)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (401418 9748818)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403696 9744249)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (340792 9689550)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (340792 9690261)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341019 9690104)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (332525 9705897)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (333543 9702882)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (333813 9702268)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (375518 9713093)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403564 9743120)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (337996 9689794)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403944 9737183)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (366714 9694867)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404025 9735957)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373778 9724120)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373805 9724091)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373872 9724012)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373864 9723999)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (342501 9689019)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341462 9690017)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (340795 9690246)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (340784 9689551)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (362663 9712608)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370447 9741621)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (363502 9712663)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (363507 9712665)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403810 9744288)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (363542 9712726)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370840 9741085)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (338059 9689896)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386012 9696085)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (350117 9699085)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (367162 9696863)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (339476 9691632)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386004 9696089)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (342072 9689771)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (360486 9709784)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (402656 9745423)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373767 9724178)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403757 9744206)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403770 9744271)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403770 9744270)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (362628 9714205)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (405329 9738981)
NA,No Determinado (Perupetro),Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370815 9740976)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (333639 9702248)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403686 9744193)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404178 9737238)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341249 9689952)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404197 9737234)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403597 9743033)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373772 9724104)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404435 9743328)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370842 9740993)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404435 9743327)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404365 9743307)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404026 9735949)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403935 9737326)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (366411 9695644)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404465 9742547)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403943 9737208)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403737 9744261)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (405290 9738872)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (405290 9738872)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386002 9695788)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (405281 9738855)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403878 9738471)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373775 9724099)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373766 9724102)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373806 9724027)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386284 9697217)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341470 9689704)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403782 9744263)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373839 9724014)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403813 9744070)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403771 9744018)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (374778 9721735)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403948 9743905)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370395 9741591)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373814 9724007)
NA,Frontera Energy del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (356619 9705393)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (367075 9696748)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404675 9737707)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404540 9737466)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404614 9737642)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (405031 9738400)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404280 9737231)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404581 9737571)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404967 9738271)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370745 9740348)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373885 9724083)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (385985 9696083)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373863 9724025)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404933 9738230)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404024 9735883)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403749 9740715)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403742 9740641)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403715 9744298)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403747 9740546)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (401382 9748758)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373873 9724019)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373793 9724097)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (349760 9698690)
NA,Frontera Energy del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (367935 9709573)
NA,Frontera Energy del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (338178 9689619)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (359571 9731675)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403676 9741810)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (350656 9699674)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (354517 9703428)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (350435 9699490)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403863 9738873)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373865 9724021)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404461 9737389)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (363452 9712747)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373782 9724108)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (340116 9690707)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403761 9744199)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (339243 9691966)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404010 9734853)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403898 9742071)
NA,Frontera Energy del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (375571 9713163)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341193 9689888)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (332073 9706170)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404578 9737563)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (339251 9691963)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403684 9744207)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (341237 9689963)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (367111 9696716)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373905 9724114)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (376953 9704990)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (377797 9704404)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (378042 9704228)
NA,Frontera Energy del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (401974 9681142)
NA,Frontera Energy del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (399122 9684696)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (369371 9709812)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373053 9707497)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370867 9740939)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373900 9723838)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403759 9744198)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (370938 9742515)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386005 9696092)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404511 9742505)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373869 9723995)
NA,Altamesa Energy Perú S.A.C.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403844 9738871)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386026 9696048)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373500 9723134)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (402078 9746549)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403779 9744019)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403701 9744292)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403690 9744211)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (362784 9712176)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (403842 9738854)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (373779 9724109)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (404981 9738295)
NA,Petróleos del Perú S.A.,Lote 192 (Ex Lote 1-AB),NA,NA,NA,Lote 192 (Ex Lote 1-AB),POINT (386436 9695174)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (471518 9586524)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (494502 9526511)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (501534 9515341)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (502763 9510573)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (449457 9618027)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (488032 9580595)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (493188 9575780)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (418531 9649224)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (485213 9548732)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (488241 9558937)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (479620 9586815)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (507479 9494386)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (464786 9600768)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (505405 9460987)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (492872 9574646)
NA,Pluspetrol Norte S.A.,Lote 8,NA,NA,NA,Lote 8,POINT (490798 9576873)
